dataset,fsn,saa,azimuth,length,width,num_pixels,charge
2015-10-03,18184722,True,173.328,12.484,1.111,14,12341.168
2015-10-03,18184722,True,2.728,17.178,1.309,22,47353.832
2015-10-03,18184722,True,6.244,12.838,1.614,13,12025.334
2015-10-03,18184722,True,3.511,15.572,2.997,30,55297.418
2015-10-03,18184722,True,13.526,17.225,1.834,24,26600.502
2015-10-03,18184722,True,107.273,25.496,10.457,142,76305.164
2015-10-03,18184722,True,88.365,38.607,6.802,180,82895.086
2015-10-03,18184722,True,28.086,15.697,9.868,131,81354.836
2015-10-03,18184722,True,84.743,30.050,11.083,322,158380.250
2015-10-03,18184722,True,86.031,7.799,5.677,56,24053.168
2015-10-03,18184722,True,34.799,14.529,1.318,35,446602.969
2015-10-03,18184722,True,171.068,16.843,10.158,148,118787.172
2015-10-03,18184722,True,12.676,12.513,8.883,74,13776.000
2015-10-03,18184722,True,87.899,17.942,11.252,88,31865.500
2015-10-03,18184722,True,95.315,15.565,10.770,74,11982.167
2015-10-03,18184722,True,179.980,11.916,0.637,17,40581.336
2015-10-03,18184722,True,100.931,11.721,8.247,85,21865.416
2015-10-03,18184722,True,70.704,14.326,8.177,99,52257.836
2015-10-03,18184722,True,0.276,12.500,0.473,20,335652.062
2015-10-03,18184722,True,177.379,16.994,1.771,30,145521.172
2015-10-03,18184722,True,4.778,39.188,2.359,56,99435.914
2015-10-03,18184722,True,178.942,16.878,1.360,28,160274.516
2015-10-03,18184722,True,8.392,20.373,1.308,31,88625.984
2015-10-03,18184722,True,145.177,20.760,1.851,30,99950.266
2015-10-03,18184722,True,179.462,17.436,0.832,24,78280.922
2015-10-03,18184722,True,171.241,13.768,2.977,18,63595.250
2015-10-03,18184722,True,8.103,12.036,2.149,19,58004.004
2015-10-03,18184722,True,167.775,20.679,1.246,27,46919.164
2015-10-03,18184722,True,14.668,20.521,1.101,26,279016.406
2015-10-03,18184722,True,28.873,18.118,2.240,23,28020.004
2015-10-03,18184722,True,7.195,13.540,3.160,25,51260.332
2015-10-03,18184722,True,167.938,16.751,1.277,19,13833.167
2015-10-03,18184722,True,12.022,14.634,1.554,18,49710.750
2015-10-03,18184722,True,2.490,23.187,1.546,45,318149.719
2015-10-03,18184722,True,172.324,19.648,3.608,40,62020.746
2015-10-03,18184722,True,10.384,19.492,1.379,37,247226.578
2015-10-03,18184722,True,174.911,20.860,2.943,36,60519.996
2015-10-03,18184722,True,171.834,38.607,1.590,67,166373.000
2015-10-03,18184722,True,23.882,10.243,0.901,15,22472.914
2015-10-03,18184722,True,175.809,18.118,1.479,28,43068.586
2015-10-03,18184722,True,5.274,25.730,1.349,39,96428.828
2015-10-03,18184722,True,175.139,12.839,2.863,27,141455.172
2015-10-03,18184725,True,11.525,77.828,2.257,105,179450.750
2015-10-03,18184725,True,16.484,14.935,2.196,32,62543.496
2015-10-03,18184725,True,172.914,23.641,2.090,40,108265.578
2015-10-03,18184725,True,173.746,17.407,2.100,28,59333.914
2015-10-03,18184725,True,14.429,14.971,3.651,20,32149.582
2015-10-03,18184725,True,4.734,19.979,1.243,29,37131.000
2015-10-03,18184725,True,40.280,16.284,1.111,21,78214.500
2015-10-03,18184725,True,165.556,15.024,3.937,24,35213.332
2015-10-03,18184725,True,4.085,13.552,3.746,36,89934.414
2015-10-03,18184725,True,7.962,16.231,5.208,37,4640.500
2015-10-03,18184725,True,15.425,17.672,1.412,31,133715.000
2015-10-03,18184725,True,8.130,40.102,1.936,49,95325.500
2015-10-03,18184725,True,4.031,16.188,1.419,25,58850.664
2015-10-03,18184725,True,12.767,21.342,1.288,30,120459.750
2015-10-03,18184725,True,0.993,14.969,1.097,26,65381.586
2015-10-03,18184725,True,16.914,13.251,1.220,21,70769.000
2015-10-03,18184725,True,166.206,15.667,1.427,26,87384.750
2015-10-03,18184725,True,0.910,29.622,2.152,63,339368.844
2015-10-03,18184725,True,12.336,11.333,1.780,19,53761.664
2015-10-03,18184725,True,177.443,13.080,1.080,19,38942.500
2015-10-03,18184725,True,10.433,17.105,2.503,22,47099.414
2015-10-03,18184725,True,11.294,17.290,1.256,22,44074.914
2015-10-03,18184725,True,8.176,12.296,1.306,15,13703.916
2015-10-03,18184725,True,174.879,14.133,1.502,26,90856.000
2015-10-03,18184725,True,7.611,15.596,1.168,19,22720.750
2015-10-03,18184725,True,161.665,17.430,2.223,31,146593.344
2015-10-03,18184725,True,9.539,8.329,1.848,24,64764.328
2015-10-03,18184725,True,161.767,12.775,2.875,26,70086.422
2015-10-03,18184725,True,5.507,57.178,3.404,132,525676.688
2015-10-03,18184725,True,176.966,15.098,1.716,19,29381.172
2015-10-03,18184725,True,8.951,10.849,2.072,19,64115.086
2015-10-03,18184728,True,168.973,55.529,2.730,83,264512.750
2015-10-03,18184728,True,18.249,12.815,1.193,22,87053.672
2015-10-03,18184728,True,169.016,34.485,2.972,83,147356.594
2015-10-03,18184728,True,130.429,17.189,1.610,23,17018.334
2015-10-03,18184728,True,1.907,18.260,2.449,23,59463.914
2015-10-03,18184728,True,17.799,11.916,2.604,26,88225.664
2015-10-03,18184728,True,165.364,25.319,1.324,40,114884.086
2015-10-03,18184728,True,6.507,71.860,4.410,127,276061.938
2015-10-03,18184728,True,75.631,37.142,12.116,368,152621.406
2015-10-03,18184728,True,15.937,15.225,10.498,150,90441.078
2015-10-03,18184728,True,34.320,11.504,8.101,94,66498.578
2015-10-03,18184728,True,177.029,23.508,1.691,46,122616.914
2015-10-03,18184728,True,171.121,22.932,2.025,39,75286.758
2015-10-03,18184728,True,97.466,20.067,4.523,39,8720.999
2015-10-03,18184728,True,1.036,29.881,8.519,146,64809.246
2015-10-03,18184728,True,82.852,21.704,7.813,149,70128.492
2015-10-03,18184728,True,73.930,17.291,7.223,85,31719.418
2015-10-03,18184728,True,84.810,17.393,5.994,125,47184.754
2015-10-03,18184728,True,1.286,30.950,3.176,78,317834.094
2015-10-03,18184728,True,0.608,23.438,1.466,32,75130.328
2015-10-03,18184728,True,177.282,88.823,1.859,108,155838.344
2015-10-03,18184728,True,6.973,12.973,1.302,23,121148.328
2015-10-03,18184728,True,178.496,11.533,0.882,19,97708.422
2015-10-03,18184728,True,1.030,19.083,0.942,26,99247.000
2015-10-03,18184728,True,15.318,12.696,1.391,21,30157.500
2015-10-03,18184728,True,176.075,46.124,4.022,86,342738.406
2015-10-03,18184728,True,178.548,28.672,4.935,50,78214.914
2015-10-03,18184728,True,171.169,11.433,1.653,19,99838.008
2015-10-03,18184728,True,178.214,19.315,1.033,25,52677.414
2015-10-03,18184728,True,18.600,17.850,1.277,23,86925.492
2015-10-03,18184728,True,0.071,13.537,0.686,21,100233.844
2015-10-03,18184728,True,12.331,23.889,1.377,30,97056.578
2015-10-03,18184728,True,15.876,11.318,3.746,20,35706.918
2015-10-03,18184728,True,172.122,11.133,1.692,20,41939.414
2015-10-03,18184728,True,168.332,57.453,1.548,78,190227.406
2015-10-03,18184728,True,125.627,28.985,1.602,38,36939.582
2015-10-03,18184731,True,14.921,17.991,1.331,32,160692.828
2015-10-03,18184731,True,153.193,27.954,1.299,47,852998.250
2015-10-03,18184731,True,9.503,14.208,1.566,19,46370.582
2015-10-03,18184731,True,28.186,11.910,6.430,46,79503.672
2015-10-03,18184731,True,11.547,12.942,1.219,19,42444.586
2015-10-03,18184731,True,165.285,12.490,2.817,32,137987.000
2015-10-03,18184731,True,14.808,15.768,3.560,33,92989.672
2015-10-03,18184731,True,0.421,26.626,0.741,33,112889.656
2015-10-03,18184731,True,7.963,16.172,1.380,21,18876.584
2015-10-03,18184731,True,176.772,17.227,2.215,36,202155.422
2015-10-03,18184731,True,10.885,34.928,1.351,51,119297.656
2015-10-03,18184731,True,31.991,16.483,2.857,28,71094.422
2015-10-03,18184731,True,3.091,33.479,1.183,31,55821.164
2015-10-03,18184731,True,5.666,14.827,4.206,30,74561.922
2015-10-03,18184731,True,10.821,24.083,3.267,41,72899.328
2015-10-03,18184731,True,0.833,12.698,0.733,16,50647.418
2015-10-03,18184731,True,24.451,15.717,1.293,19,38355.922
2015-10-03,18184731,True,6.309,17.306,1.160,28,67733.914
2015-10-03,18184731,True,174.016,17.145,1.175,23,19864.668
2015-10-03,18184731,True,19.497,18.574,2.026,24,38481.500
2015-10-03,18184731,True,171.441,11.321,3.337,23,33592.164
2015-10-03,18184731,True,26.739,27.252,1.945,44,124855.922
2015-10-03,18184731,True,3.135,10.356,1.049,18,32625.996
2015-10-03,18184731,True,7.721,16.208,2.064,28,46304.414
2015-10-03,18184731,True,13.463,14.544,2.841,26,39687.582
2015-10-03,18184731,True,110.165,25.899,1.306,46,980109.500
2015-10-03,18184731,True,134.039,26.731,2.369,41,33948.750
2015-10-03,18184731,True,8.181,34.642,2.299,74,330783.781
2015-10-03,18184733,True,1.578,22.241,2.454,35,122932.078
2015-10-03,18184733,True,0.150,13.480,0.461,16,28429.250
2015-10-03,18184733,True,10.281,62.941,1.673,65,125605.078
2015-10-03,18184733,True,5.373,21.410,1.731,30,146487.250
2015-10-03,18184733,True,21.147,11.330,2.901,26,89159.586
2015-10-03,18184733,True,17.986,16.421,1.539,29,118250.422
2015-10-03,18184733,True,178.372,25.436,1.195,36,36308.836
2015-10-03,18184733,True,20.286,17.139,2.148,26,59442.758
2015-10-03,18184733,True,178.912,20.204,4.149,30,43375.836
2015-10-03,18184733,True,178.229,15.418,3.580,39,108473.836
2015-10-03,18184733,True,14.474,16.181,10.720,173,90896.664
2015-10-03,18184733,True,74.019,35.543,13.890,385,165772.906
2015-10-03,18184733,True,86.938,21.459,6.591,136,34158.750
2015-10-03,18184733,True,99.009,27.661,4.516,74,35734.578
2015-10-03,18184733,True,83.741,21.441,14.504,246,193816.672
2015-10-03,18184733,True,176.039,16.060,7.177,53,12654.252
2015-10-03,18184733,True,2.461,17.462,1.977,34,143062.828
2015-10-03,18184733,True,95.139,16.329,12.018,136,109491.750
2015-10-03,18184733,True,11.261,13.736,1.275,19,63841.418
2015-10-03,18184733,True,19.421,15.613,1.419,19,57884.250
2015-10-03,18184733,True,0.000,18.067,0.000,18,62176.586
2015-10-03,18184733,True,14.683,16.617,1.725,33,72147.664
2015-10-03,18184733,True,177.324,25.459,1.401,33,79268.586
2015-10-03,18184733,True,19.395,15.939,1.791,28,75179.586
2015-10-03,18184733,True,4.577,21.379,1.411,29,86434.750
2015-10-03,18184733,True,95.230,23.080,1.747,25,26888.582
2015-10-03,18184733,True,11.503,14.752,1.090,18,29797.250
2015-10-03,18184733,True,7.744,10.765,1.201,18,30344.914
2015-10-03,18184733,True,179.791,14.891,5.878,23,42497.086
2015-10-03,18184733,True,19.499,14.549,1.392,19,61623.832
2015-10-03,18184733,True,12.119,24.213,1.299,33,69561.828
2015-10-03,18184733,True,27.133,11.567,4.123,30,106678.156
2015-10-03,18184733,True,171.423,13.869,1.126,21,79627.164
2015-10-03,18184733,True,15.721,12.530,2.841,26,43765.418
2015-10-03,18184733,True,177.172,20.824,1.427,29,49866.336
2015-10-03,18184733,True,8.377,41.381,3.033,65,106817.922
2015-10-03,18184733,True,15.210,35.541,1.207,47,325317.031
2015-10-03,18184733,True,10.379,11.571,4.341,35,69759.586
2015-10-03,18184736,True,173.422,55.612,3.047,79,105819.266
2015-10-03,18184736,True,173.977,20.719,4.562,45,126401.172
2015-10-03,18184736,True,178.067,15.303,0.954,19,67032.000
2015-10-03,18184736,True,15.812,31.579,1.865,56,158377.000
2015-10-03,18184736,True,8.761,16.643,1.897,22,117170.062
2015-10-03,18184736,True,17.635,53.593,1.241,70,240001.547
2015-10-03,18184736,True,23.875,25.625,1.703,39,100938.578
2015-10-03,18184736,True,10.521,39.330,3.331,58,119675.836
2015-10-03,18184736,True,32.216,19.620,3.370,39,96275.594
2015-10-03,18184736,True,3.983,28.735,1.263,43,62832.414
2015-10-03,18184736,True,5.934,12.600,1.239,18,48392.586
2015-10-03,18184736,True,16.813,15.328,1.263,24,72780.500
2015-10-03,18184736,True,5.019,15.774,2.596,25,40787.750
2015-10-03,18184736,True,22.711,10.714,1.606,22,34908.582
2015-10-03,18184736,True,83.042,11.269,3.350,20,19464.250
2015-10-03,18184736,True,177.663,13.987,1.325,15,47811.164
2015-10-03,18184736,True,21.255,14.694,1.123,20,77025.242
2015-10-03,18184739,True,10.457,14.753,1.284,21,21156.918
2015-10-03,18184739,True,15.330,13.481,1.318,19,52772.664
2015-10-03,18184739,True,3.159,36.876,2.941,62,153369.578
2015-10-03,18184739,True,51.919,69.668,1.443,106,2066563.750
2015-10-03,18184739,True,157.874,19.521,1.309,31,55313.000
2015-10-03,18184739,True,6.649,23.542,1.332,36,149734.266
2015-10-03,18184739,True,13.387,19.996,1.385,27,68261.836
2015-10-03,18184739,True,12.107,16.274,10.741,185,106826.578
2015-10-03,18184739,True,79.906,44.442,14.053,397,183928.078
2015-10-03,18184739,True,86.868,21.284,9.174,150,31830.582
2015-10-03,18184739,True,84.917,14.317,6.814,61,9833.416
2015-10-03,18184739,True,11.107,12.584,8.683,70,12182.251
2015-10-03,18184739,True,80.630,22.740,11.908,178,58971.336
2015-10-03,18184739,True,83.243,14.582,7.331,94,26267.502
2015-10-03,18184739,True,7.199,17.406,2.267,30,127905.234
2015-10-03,18184739,True,89.879,20.424,6.378,137,58116.750
2015-10-03,18184739,True,17.330,41.121,1.733,63,108380.344
2015-10-03,18184739,True,17.305,64.895,2.783,133,264858.906
2015-10-03,18184739,True,179.175,309.868,2.391,453,1093332.625
2015-10-03,18184739,True,17.214,53.906,1.641,64,175511.094
2015-10-03,18184739,True,11.074,17.120,1.240,23,46808.000
2015-10-03,18184739,True,13.331,16.538,1.304,26,40005.336
2015-10-03,18184739,True,19.845,20.297,1.801,35,72891.500
2015-10-03,18184739,True,12.196,23.563,1.386,36,58776.906
2015-10-03,18184739,True,0.829,14.873,1.987,33,65577.672
2015-10-03,18184742,True,91.350,13.098,1.131,20,38953.086
2015-10-03,18184742,True,10.378,40.068,1.418,60,168713.594
2015-10-03,18184742,True,11.590,27.655,1.281,41,155710.500
2015-10-03,18184742,True,1.493,15.169,4.617,20,23202.334
2015-10-03,18184742,True,2.028,13.013,2.547,26,66304.164
2015-10-03,18184742,True,28.807,17.811,4.510,41,104304.680
2015-10-03,18184742,True,4.995,10.969,1.161,18,24099.918
2015-10-03,18184742,True,9.199,15.729,1.322,19,29948.584
2015-10-03,18184742,True,10.742,14.315,1.192,17,28053.416
2015-10-03,18184742,True,15.121,12.039,3.449,29,33374.582
2015-10-03,18184742,True,22.582,15.552,1.293,25,71374.500
2015-10-03,18184742,True,14.845,14.174,1.449,28,82613.656
2015-10-03,18184742,True,14.820,37.705,1.738,60,256597.172
2015-10-03,18184742,True,5.450,14.105,4.790,31,76919.258
2015-10-03,18184742,True,22.926,9.759,1.564,24,132397.922
2015-10-03,18184742,True,3.882,18.889,1.273,22,60269.754
2015-10-03,18184742,True,6.536,22.298,1.208,29,108062.250
2015-10-03,18184742,True,69.015,18.469,5.863,54,316688.125
2015-10-03,18184742,True,0.000,14.599,0.000,19,59037.586
2015-10-03,18184742,True,4.037,23.935,1.297,31,56189.004
2015-10-03,18184744,True,178.201,13.532,1.947,25,19535.418
2015-10-03,18184744,True,152.363,61.925,3.142,94,284882.500
2015-10-03,18184744,True,179.495,15.108,1.150,25,66125.422
2015-10-03,18184744,True,0.383,16.646,0.925,17,22300.250
2015-10-03,18184744,True,79.487,24.976,7.506,105,24683.250
2015-10-03,18184744,True,85.487,17.120,5.119,67,13894.750
2015-10-03,18184744,True,81.764,41.715,14.438,375,159596.172
2015-10-03,18184744,True,20.188,15.505,9.932,170,102017.328
2015-10-03,18184744,True,100.009,17.255,9.574,145,35690.664
2015-10-03,18184744,True,90.778,16.002,6.334,80,15139.333
2015-10-03,18184744,True,87.797,19.584,8.889,164,73144.500
2015-10-03,18184744,True,13.895,12.553,9.456,104,64515.000
2015-10-03,18184744,True,0.288,30.422,16.522,272,92421.000
2015-10-03,18184744,True,104.727,21.932,8.545,169,87350.750
2015-10-03,18184744,True,7.499,15.499,1.508,31,72928.586
2015-10-03,18184744,True,178.796,15.326,2.420,36,9424.917
2015-10-03,18184744,True,92.119,20.668,8.389,168,65512.160
2015-10-03,18184744,True,75.136,10.952,8.460,96,53901.832
2015-10-03,18184744,True,99.534,13.513,6.679,50,14554.082
2015-10-03,18184744,True,56.467,41.327,3.644,54,57303.504
2015-10-03,18184744,True,178.177,18.774,1.089,24,102432.328
2015-10-03,18184744,True,28.702,13.912,1.207,22,32591.502
2015-10-03,18184744,True,8.455,25.630,1.339,43,131491.172
2015-10-03,18184744,True,6.252,18.243,1.428,24,39902.250
2015-10-03,18184744,True,173.194,12.752,1.177,16,40948.750
2015-10-03,18184747,True,0.120,15.033,0.293,17,82146.258
2015-10-03,18184747,True,18.991,16.915,1.353,23,61537.172
2015-10-03,18184747,True,20.452,18.105,1.197,22,20140.832
2015-10-03,18184747,True,133.946,15.862,6.993,38,42829.668
2015-10-03,18184747,True,1.349,14.763,0.865,18,64483.328
2015-10-03,18184747,True,7.733,19.806,1.282,29,64550.914
2015-10-03,18184747,True,11.426,12.030,2.329,19,24062.250
2015-10-03,18184747,True,17.938,47.917,2.305,82,123438.406
2015-10-03,18184747,True,11.538,13.430,1.365,24,36102.918
2015-10-03,18184747,True,10.922,31.736,1.404,51,140908.000
2015-10-03,18184747,True,18.447,14.827,2.643,23,75963.914
2015-10-03,18184747,True,14.939,19.423,1.333,33,283730.250
2015-10-03,18184747,True,14.273,14.556,1.243,20,33914.750
2015-10-03,18184747,True,13.801,32.388,2.915,57,178754.578
2015-10-03,18184747,True,11.824,16.632,1.336,29,252393.094
2015-10-03,18184747,True,16.068,11.370,1.408,23,146259.750
2015-10-03,18184750,True,24.593,22.088,2.085,34,92072.000
2015-10-03,18184750,True,1.784,19.022,1.390,31,203700.250
2015-10-03,18184750,True,175.840,12.980,1.299,19,109766.578
2015-10-03,18184750,True,13.164,19.357,1.304,25,29196.252
2015-10-03,18184750,True,20.062,41.091,4.413,66,200490.328
2015-10-03,18184750,True,40.883,12.506,9.739,135,83219.336
2015-10-03,18184750,True,88.541,35.835,10.747,323,106853.078
2015-10-03,18184750,True,95.373,15.107,8.314,101,19427.000
2015-10-03,18184750,True,179.463,42.004,10.747,271,197769.234
2015-10-03,18184750,True,1.201,42.611,19.558,444,290734.500
2015-10-03,18184750,True,8.370,26.563,13.582,203,49614.750
2015-10-03,18184750,True,4.984,16.880,5.249,37,13619.166
2015-10-03,18184750,True,82.268,26.115,11.085,126,54501.914
2015-10-03,18184750,True,9.031,13.961,1.243,17,18149.166
2015-10-03,18184750,True,9.778,20.840,1.353,36,333448.500
2015-10-03,18184750,True,20.767,13.673,1.290,21,29655.836
2015-10-03,18184750,True,4.519,18.481,2.098,25,29815.166
2015-10-03,18184750,True,77.287,75.384,2.028,104,412049.500
2015-10-03,18184753,True,87.043,18.865,4.038,55,9419.166
2015-10-03,18184753,True,17.336,22.789,1.182,24,18456.918
2015-10-03,18184753,True,169.192,10.910,5.080,25,32641.414
2015-10-03,18184753,True,168.669,13.971,1.381,18,34551.500
2015-10-03,18184755,True,21.264,65.981,2.231,95,585206.875
2015-10-03,18184755,True,57.380,22.414,1.506,33,88505.836
2015-10-03,18184755,True,23.618,13.875,1.229,21,59175.414
2015-10-03,18184755,True,19.348,17.708,4.876,46,179168.344
2015-10-03,18184755,True,83.504,36.552,12.204,382,157605.500
2015-10-03,18184755,True,23.590,13.893,10.338,150,92722.594
2015-10-03,18184755,True,95.837,32.019,8.651,184,64493.664
2015-10-03,18184755,True,7.870,31.575,20.857,425,230938.500
2015-10-03,18184755,True,1.902,31.376,10.717,245,170883.656
2015-10-03,18184755,True,36.414,15.065,12.073,144,39479.664
2015-10-03,18184755,True,156.278,15.939,8.293,62,14975.084
2015-10-03,18184755,True,72.385,17.304,5.984,67,14231.584
2015-10-03,18184755,True,92.310,12.138,4.409,50,13607.582
2015-10-03,18184755,True,31.842,17.135,1.251,24,28842.668
2015-10-03,18184755,True,90.939,17.268,4.666,75,23112.416
2015-10-03,18184755,True,12.179,64.216,1.529,109,255652.562
2015-10-03,18184755,True,21.404,13.055,1.256,21,93841.594
2015-10-03,18184755,True,31.979,32.923,1.227,46,94893.750
2015-10-03,18184755,True,2.076,13.020,3.512,23,56412.832
