name,width_depleted,orientation,critical_depth,width_max,offset,tilt,gain,critical_depth_min,critical_depth_max,width_max_min,width_max_max,width_depleted_preferred
2018may-170,0.75,-1,0.300,4.50,-0.050,-0.0150,28.815,0.300,0.350,3.50,5.50,0.75
2018may-171,0.75,1,0.350,6.50,0.000,0.0000,33.674,0.350,0.400,5.50,7.00,1.50
2018may-172,0.75,1,0.200,3.50,0.150,-0.0300,5.601,0.150,0.200,3.50,6.00,0.25
2018may-173,0.75,1,0.850,2.50,0.400,-0.0150,31.199,0.350,0.850,2.50,5.00,1.75
2018may-174,0.75,-1,0.000,0.00,-0.050,0.0300,0.601,0.000,0.200,0.00,10.00,0.50
2018may-175,0.75,-1,0.700,2.50,-0.250,-0.0300,20.159,0.650,0.900,2.00,3.00,1.75
2018may-176,0.75,-1,0.350,5.50,0.000,0.0000,29.273,0.350,0.350,5.00,6.00,0.75
2018may-177,0.75,-1,0.750,5.00,-0.050,0.0000,42.905,0.450,0.750,5.00,5.50,1.25
2018may-178,0.75,-1,0.550,3.00,-0.050,-0.0300,22.698,0.250,1.000,0.50,5.00,2.25
2018may-179,0.75,-1,0.800,6.00,-0.100,0.0150,3.039,0.200,0.850,6.00,10.00,2.50
2018may-180,0.75,1,0.500,4.00,-0.100,0.0000,45.233,0.450,0.500,4.00,4.50,0.75
2018may-181,0.75,1,0.450,4.50,-0.100,-0.0300,34.249,0.400,0.550,3.00,4.50,2.00
2018may-182,0.75,-1,0.000,0.00,0.050,0.0150,0.645,0.000,1.000,0.00,10.00,0.00
2018may-183,0.75,-1,0.450,6.00,0.000,-0.0150,34.948,0.400,0.450,5.50,6.50,0.00
2018may-184,0.75,-1,0.400,5.50,0.000,0.0000,64.804,0.400,0.450,5.00,5.50,1.00
2018may-185,0.75,-1,1.000,5.50,-0.050,0.0000,95.677,1.000,1.000,5.50,5.50,1.50
2018may-186,0.75,1,0.150,4.50,-0.050,0.0150,5.445,0.050,0.150,3.50,8.50,1.25
2018may-187,0.75,-1,0.500,6.00,0.050,0.0000,39.180,0.500,0.600,3.50,6.00,2.25
2018may-188,0.75,1,0.900,4.00,0.300,0.0000,37.700,0.400,0.900,4.00,5.50,3.00
2018may-189,0.75,1,0.400,5.50,0.000,0.0000,61.501,0.350,0.400,5.50,6.50,1.75
2018may-190,0.75,1,0.450,5.50,0.000,-0.0300,62.448,0.450,0.450,5.50,5.50,1.75
2018may-191,0.75,-1,0.350,5.00,0.000,0.0000,16.194,0.300,0.400,3.50,6.00,1.00
2018may-192,0.75,1,0.250,10.00,-0.050,0.0300,5.315,0.250,0.250,7.50,10.00,0.00
2018may-193,0.75,-1,0.300,2.00,0.600,0.0000,0.857,0.000,0.350,0.00,10.00,0.25
2018may-194,0.75,1,0.900,1.50,0.000,-0.0300,29.334,0.900,1.000,1.50,1.50,1.00
2018may-195,0.75,1,0.250,2.50,-0.100,0.0300,5.702,0.150,0.600,2.00,2.50,0.00
2018may-196,0.75,1,0.200,1.50,-0.050,0.0300,4.127,0.050,0.300,0.50,6.00,0.50
2018may-197,0.75,1,0.850,2.00,-0.150,0.0300,25.962,0.850,0.850,2.00,2.00,1.75
2018may-198,0.75,1,0.250,6.50,0.600,-0.0300,8.362,0.200,0.350,3.00,7.50,1.50
2018may-199,0.75,-1,0.550,6.00,0.050,0.0000,67.431,0.550,0.550,6.00,6.00,1.00
2018may-200,0.75,1,0.550,5.50,0.500,-0.0300,21.606,0.500,0.600,5.50,6.50,1.00
2018may-201,0.75,1,0.400,1.00,0.200,0.0300,2.369,0.000,0.450,0.00,10.00,0.25
2018may-202,0.75,1,0.450,5.50,0.600,0.0000,5.925,0.350,0.500,5.00,8.00,0.00
2018may-203,0.75,1,0.050,6.50,-0.300,0.0300,-0.379,0.050,0.200,2.50,9.00,0.00
2018may-204,0.75,-1,0.600,2.00,-0.500,-0.0300,9.978,0.500,0.700,2.00,2.00,1.75
2018may-205,0.75,-1,0.650,2.50,0.600,0.0300,5.525,0.150,0.650,1.50,4.00,0.00
2018may-206,0.75,1,0.700,3.50,-0.150,-0.0300,3.992,0.400,0.950,1.50,5.50,0.00
2018may-207,0.75,-1,0.050,4.50,0.550,-0.0150,7.137,0.000,0.950,0.00,10.00,0.00
2018may-208,0.75,1,0.450,1.50,0.200,0.0300,4.040,0.150,0.600,1.50,6.00,0.25
2018may-209,0.75,1,0.700,2.00,0.300,0.0300,8.494,0.150,0.700,2.00,10.00,1.25
2018may-210,0.75,1,0.550,2.00,0.250,-0.0300,4.811,0.400,0.550,2.00,2.50,0.75
2018may-211,0.75,-1,1.000,6.50,-0.500,0.0300,16.567,0.550,1.000,1.50,6.50,3.00
2018may-212,0.75,1,0.250,5.50,-0.050,0.0300,7.569,0.250,0.300,5.00,5.50,0.00
2018may-213,0.75,-1,0.200,2.00,0.100,0.0150,10.334,0.150,0.650,0.50,3.00,1.00
2018may-214,0.75,1,0.400,3.50,0.150,0.0300,21.693,0.400,0.400,3.50,3.50,0.50
2018may-215,0.75,-1,0.550,2.00,0.350,0.0300,27.810,0.550,0.550,2.00,2.00,1.25
2018may-216,0.75,-1,0.350,5.50,0.150,-0.0300,20.165,0.350,0.350,5.50,5.50,1.00
2018may-217,0.75,1,0.500,3.50,0.150,0.0300,11.427,0.450,0.550,2.00,3.50,1.50
2018may-218,0.75,1,0.750,5.50,0.050,0.0150,6.456,0.750,0.900,3.00,6.50,0.25
2018may-219,0.75,-1,0.550,3.00,-0.350,0.0150,20.689,0.550,1.000,2.50,3.00,1.25
2018may-220,0.75,-1,0.300,2.00,-0.200,0.0300,-1.335,0.000,0.400,0.00,10.00,0.00
2018may-221,0.75,1,0.800,4.50,0.150,0.0300,1.929,0.350,0.800,3.00,4.50,0.00
2018may-222,0.75,-1,0.050,0.00,0.400,0.0150,3.457,0.000,0.500,0.00,10.00,0.25
2018may-223,0.75,1,0.500,2.50,0.550,0.0150,16.637,0.300,0.500,2.50,3.00,0.50
2018may-224,0.75,-1,0.650,3.50,0.350,0.0150,16.973,0.650,0.700,2.50,3.50,1.75
2018may-225,0.75,1,1.000,7.50,-0.200,-0.0300,12.981,1.000,1.000,7.50,8.00,2.50
2018may-226,0.75,1,0.100,0.50,0.050,0.0150,6.910,0.000,0.400,0.00,10.00,0.00
2018may-227,0.75,-1,0.150,2.50,-0.100,0.0300,26.233,0.150,0.150,2.50,2.50,0.75
2018may-228,0.75,-1,0.100,0.00,-0.050,0.0300,13.848,0.000,0.550,0.00,10.00,0.25
2018may-229,0.75,1,0.200,5.00,-0.600,0.0150,20.352,0.200,0.200,5.00,5.00,0.00
2018may-230,0.75,1,0.400,8.50,0.600,0.0000,25.716,0.400,0.400,8.50,10.00,1.00
2018may-231,0.75,1,0.650,5.50,0.250,-0.0300,26.613,0.350,0.650,5.50,6.00,2.50
2018may-232,0.75,-1,0.950,3.00,0.550,0.0150,17.809,0.850,0.950,3.00,3.00,1.50
2018may-233,0.75,1,0.200,7.00,-0.600,-0.0300,21.848,0.200,0.200,7.00,7.00,0.75
2018may-234,0.75,-1,0.550,9.50,0.550,-0.0150,22.134,0.550,0.550,9.50,10.00,2.00
2018may-235,0.75,1,0.300,1.50,0.050,0.0150,3.612,0.050,0.600,1.00,5.50,0.00
2018may-236,0.75,1,0.450,8.00,-0.500,0.0000,17.942,0.450,0.450,8.00,8.00,0.75
2018may-237,0.75,-1,0.300,3.00,-0.050,0.0150,8.966,0.250,0.350,3.00,3.00,0.50
2018may-238,0.75,1,1.000,2.00,-0.050,-0.0150,13.992,0.700,1.000,2.00,3.50,2.75
2018may-239,0.75,-1,0.200,4.50,0.600,0.0300,3.672,0.200,0.400,4.50,5.00,0.00
2018may-240,0.75,1,0.950,6.00,0.200,0.0000,28.132,0.900,0.950,5.50,6.00,1.25
2018may-241,0.75,-1,0.500,9.00,0.350,-0.0150,32.202,0.500,0.500,9.00,9.50,1.25
2018may-242,0.75,-1,1.000,5.00,-0.150,-0.0150,10.034,0.150,1.000,2.50,7.00,0.00
2018may-243,0.75,1,0.600,5.00,0.350,-0.0300,23.887,0.600,0.600,5.00,5.00,2.00
2018may-244,0.75,1,0.800,2.00,-0.350,-0.0300,18.325,0.800,0.800,2.00,2.00,1.50
2018may-245,0.75,1,0.250,3.00,0.000,0.0000,1.259,0.050,0.500,0.00,4.50,0.00
2018may-246,0.75,-1,0.300,7.50,-0.550,-0.0300,19.241,0.300,0.400,6.00,8.00,0.00
2018may-247,0.75,-1,0.450,3.00,-0.300,-0.0150,8.385,0.350,0.450,3.00,5.50,0.00
2018may-248,0.75,-1,0.200,9.50,-0.050,-0.0150,11.062,0.200,0.550,1.00,9.50,0.00
2018may-249,0.75,1,0.200,6.50,0.200,0.0000,2.644,0.150,0.300,4.00,7.50,0.00
2018may-250,0.75,-1,0.900,3.00,0.450,-0.0150,19.053,0.200,1.000,1.00,5.50,1.50
2018may-251,0.75,1,0.050,2.50,-0.350,0.0000,0.121,0.000,0.300,0.00,10.00,0.00
2018may-252,0.75,-1,0.500,3.00,-0.350,-0.0300,4.493,0.400,0.500,2.50,3.00,0.00
2018may-253,0.75,-1,0.450,5.00,0.200,-0.0300,14.694,0.450,0.900,2.00,5.00,3.00
2018may-254,0.75,-1,0.250,9.50,-0.600,-0.0150,33.241,0.250,0.250,9.50,10.00,2.00
2018may-255,0.75,1,0.650,6.00,-0.550,-0.0150,12.605,0.200,0.650,3.00,8.50,1.00
2018may-256,0.75,1,0.350,7.00,0.000,-0.0300,16.914,0.350,0.350,7.00,7.00,0.50
2018may-257,0.75,-1,0.850,1.50,-0.150,0.0000,5.051,0.150,0.850,1.50,4.50,1.25
2018may-258,0.75,1,1.000,6.00,-0.450,0.0150,29.908,0.850,1.000,5.50,6.50,2.25
2018may-259,0.75,-1,0.850,3.00,0.150,0.0000,30.807,0.750,0.900,3.00,3.00,1.75
2018may-260,0.75,1,0.350,5.50,0.400,-0.0150,15.392,0.300,0.900,1.50,6.50,0.25
2018may-261,0.75,-1,0.450,7.50,-0.500,0.0300,14.806,0.150,0.900,4.50,8.50,2.00
2018may-262,0.75,1,0.200,6.00,0.000,0.0000,8.464,0.150,0.400,2.50,9.00,0.50
2018may-263,0.75,-1,0.250,0.50,0.150,0.0150,10.325,0.050,0.250,0.00,1.00,0.25
2018may-264,0.75,1,0.600,2.00,0.500,0.0150,14.947,0.350,0.650,2.00,2.50,0.00
2018may-265,0.75,1,0.350,7.50,0.150,-0.0150,22.230,0.350,0.350,7.50,7.50,0.75
2018may-266,0.75,-1,0.600,4.00,0.000,0.0300,18.762,0.600,0.600,4.00,4.00,1.75
2018may-267,0.75,-1,0.150,5.50,0.450,0.0300,7.682,0.150,0.150,5.50,5.50,0.50
2018may-268,0.75,1,0.400,2.50,0.600,0.0300,2.066,0.000,1.000,0.00,10.00,0.50
2018may-269,0.75,1,0.700,4.50,0.000,0.0000,19.481,0.700,0.750,4.50,4.50,0.00
2018may-270,0.75,1,0.400,3.50,0.550,0.0300,8.486,0.350,0.500,3.00,3.50,0.00
2018may-271,0.75,-1,0.300,6.50,-0.100,-0.0150,26.146,0.300,0.300,6.50,6.50,0.00
2018may-272,0.75,-1,0.550,0.50,-0.200,-0.0150,21.177,0.550,0.550,0.00,0.50,1.00
2018may-273,0.75,-1,0.000,0.00,-0.100,0.0000,-5.960,0.000,0.150,0.00,10.00,0.00
2018may-274,0.75,-1,0.200,8.50,0.200,-0.0300,-3.614,0.150,0.300,3.50,10.00,0.50
2018may-275,0.75,1,0.550,7.50,0.550,0.0300,31.258,0.550,0.600,6.50,7.50,1.75
2018may-276,0.75,-1,0.250,5.50,0.300,-0.0150,28.225,0.150,0.450,4.00,8.50,1.50
2018may-277,0.75,1,0.650,5.00,-0.100,-0.0300,29.854,0.650,0.650,5.00,5.00,0.50
2018may-278,0.75,-1,0.400,7.50,-0.600,-0.0300,11.305,0.350,0.950,1.50,10.00,2.50
2018may-279,0.75,-1,0.400,6.00,-0.050,0.0300,43.823,0.400,0.400,6.00,6.00,1.75
2018may-280,0.75,1,0.250,5.50,0.200,-0.0300,10.514,0.250,0.250,5.00,6.00,0.00
2018may-281,0.75,-1,0.200,1.00,0.100,0.0300,9.695,0.050,0.500,0.00,8.00,0.50
2018may-282,0.75,1,0.300,6.50,-0.550,0.0300,27.423,0.300,0.400,6.00,6.50,0.75
2018may-283,0.75,-1,0.150,3.00,-0.500,0.0150,3.933,0.050,1.000,0.00,5.50,0.50
2018may-284,0.75,-1,0.500,2.50,0.050,-0.0150,16.817,0.350,0.500,2.50,3.00,1.00
2018may-285,0.75,-1,0.450,5.00,-0.400,-0.0300,11.264,0.450,0.450,5.00,5.00,0.50
2018may-286,0.75,1,0.550,2.50,0.000,0.0000,6.514,0.550,0.550,2.50,2.50,0.75
2018may-287,0.75,-1,0.500,2.50,0.250,0.0150,8.303,0.500,0.500,2.50,2.50,0.75
2018may-288,0.75,1,0.600,2.00,0.400,-0.0300,11.468,0.450,0.600,2.00,2.00,0.50
2018may-289,0.75,-1,0.200,3.00,-0.200,-0.0300,7.571,0.200,0.200,3.00,3.50,0.00
2018may-290,0.75,-1,0.250,1.00,0.450,0.0000,5.685,0.200,0.650,0.00,2.00,0.00
2018may-291,0.75,1,0.800,4.50,0.300,0.0000,27.282,0.800,0.950,4.50,5.00,2.75
2018may-292,0.75,1,0.700,1.50,0.550,0.0150,7.315,0.400,0.700,0.00,7.00,0.50
2018may-293,0.75,-1,0.850,2.00,-0.350,-0.0300,5.129,0.800,0.900,2.00,2.00,2.00
2018may-294,0.75,1,0.700,4.50,-0.250,0.0150,28.247,0.650,1.000,4.00,6.00,0.00
2018may-295,0.75,-1,0.050,6.00,0.450,-0.0300,12.427,0.050,0.350,2.50,6.00,1.00
2018may-296,0.75,1,0.350,3.50,0.250,-0.0150,20.258,0.250,0.450,3.00,4.50,0.25
2018may-297,0.75,-1,0.250,5.50,0.050,-0.0300,8.431,0.150,0.250,5.50,8.50,0.75
2018may-298,0.75,-1,1.000,4.00,-0.150,0.0300,8.322,0.700,1.000,4.00,5.50,3.00
2018may-299,0.75,-1,0.100,10.00,-0.450,-0.0300,7.736,0.050,0.600,2.00,10.00,0.25
2018may-300,0.75,1,0.400,7.50,0.450,-0.0300,9.208,0.400,0.450,6.00,7.50,1.75
2018may-301,0.75,-1,0.550,4.50,-0.350,-0.0300,20.641,0.400,0.550,4.00,9.50,0.50
2018may-302,0.75,-1,0.900,4.50,-0.150,0.0000,10.924,0.150,1.000,3.00,10.00,0.25
2018may-303,0.75,1,0.050,10.00,0.000,0.0300,12.805,0.050,0.100,2.00,10.00,0.25
2018may-304,0.75,1,0.250,3.00,-0.600,-0.0150,5.993,0.150,0.350,1.50,3.50,0.00
2018may-305,0.75,1,0.600,3.50,0.100,-0.0300,8.089,0.150,0.800,1.00,5.00,0.25
2018may-306,0.75,1,0.500,1.00,0.250,-0.0300,10.639,0.300,1.000,1.00,5.50,1.75
2018may-307,0.75,-1,0.900,3.00,0.100,0.0150,19.370,0.550,1.000,2.50,5.00,2.50
2018may-308,0.75,1,0.350,4.50,0.250,-0.0150,19.945,0.300,0.400,3.00,5.00,1.00
2018may-309,0.75,-1,0.400,6.50,-0.100,-0.0300,55.280,0.400,0.400,6.50,6.50,1.50
2018may-310,0.75,1,0.450,3.00,0.000,0.0300,7.699,0.150,1.000,1.00,10.00,1.00
2018may-311,0.75,1,0.550,4.00,-0.200,0.0300,22.675,0.500,0.650,3.00,5.00,0.00
2018may-312,0.75,1,0.150,3.50,0.300,0.0150,9.128,0.050,0.800,2.00,3.50,0.00
2018may-313,0.75,-1,0.350,6.00,-0.200,-0.0300,29.408,0.350,0.400,5.50,6.00,1.00
2018may-314,0.75,1,0.300,5.50,0.000,-0.0150,38.709,0.300,0.300,5.50,5.50,0.75
2018may-315,0.75,-1,0.500,8.00,0.300,-0.0300,24.102,0.500,0.500,8.00,8.00,0.75
2018may-316,0.75,1,0.250,6.00,0.500,-0.0300,11.341,0.200,0.250,6.00,7.00,1.00
2018may-317,0.75,1,0.500,3.50,0.150,0.0300,1.695,0.450,0.900,2.50,4.00,0.25
2018may-318,0.75,-1,0.350,6.50,0.050,-0.0150,26.850,0.250,0.400,6.50,8.50,0.50
2018may-319,0.75,1,0.600,0.00,-0.250,-0.0300,9.393,0.100,0.650,0.00,0.50,3.00
2018may-320,0.75,1,0.350,7.00,-0.150,0.0300,30.181,0.350,0.500,5.00,7.00,0.75
2018may-321,0.75,1,0.250,2.00,-0.150,0.0300,9.561,0.250,0.300,1.50,2.00,0.75
2018may-322,0.75,1,0.450,6.00,0.000,0.0300,76.356,0.450,0.450,6.00,6.00,1.00
2018may-323,0.75,1,0.350,5.50,-0.150,-0.0300,18.544,0.350,0.400,5.00,6.00,1.00
2018may-324,0.75,1,0.450,5.50,0.000,-0.0150,39.762,0.450,0.450,5.50,5.50,0.25
2018may-325,0.75,-1,0.800,0.00,0.300,-0.0300,16.371,0.250,1.000,0.00,1.50,0.50
2018may-326,0.75,-1,0.500,1.50,0.150,0.0300,13.746,0.450,0.600,1.50,1.50,0.50
2018may-327,0.75,1,0.600,1.00,-0.600,-0.0300,8.138,0.600,0.650,0.00,1.50,1.00
2018may-328,0.75,-1,0.700,4.50,0.000,-0.0300,37.227,0.700,0.700,4.50,4.50,0.75
2018may-329,0.75,-1,0.500,2.50,-0.350,-0.0300,0.545,0.050,0.550,2.00,3.50,0.00
2018may-330,0.75,1,0.800,2.50,0.150,-0.0150,33.253,0.750,0.800,2.50,2.50,1.25
2018may-331,0.75,-1,1.000,1.50,0.150,0.0150,7.537,0.150,1.000,0.50,4.00,1.50
2018may-332,0.75,-1,0.900,3.50,0.400,0.0300,7.859,0.100,1.000,2.50,7.50,2.50
2018may-333,0.75,-1,0.500,4.50,0.600,0.0300,10.476,0.500,0.750,0.50,5.50,0.25
2018may-334,0.75,1,0.550,4.00,0.000,-0.0150,40.174,0.500,0.550,4.00,4.00,1.00
2018may-335,0.75,-1,0.400,7.00,0.050,-0.0150,45.637,0.350,0.400,7.00,8.50,1.25
2018may-336,0.75,-1,0.400,5.00,-0.300,-0.0150,28.034,0.400,0.400,5.00,5.00,0.00
2018may-337,0.75,-1,0.400,6.50,0.100,-0.0150,28.916,0.350,0.400,6.50,7.00,0.50
2018may-338,0.75,1,0.350,7.50,-0.050,0.0000,30.249,0.300,0.350,7.00,8.00,1.00
2018may-339,0.75,1,0.800,5.00,0.000,-0.0150,16.617,0.600,0.900,4.50,5.00,2.75
2018may-340,0.75,-1,0.850,5.50,-0.550,-0.0300,11.693,0.300,0.850,4.00,5.50,1.25
2018may-341,0.75,-1,0.550,4.50,0.200,-0.0300,19.054,0.550,0.650,3.00,5.00,2.25
2018may-342,0.75,-1,0.450,6.00,-0.050,-0.0300,31.380,0.450,0.450,6.00,6.00,1.50
2018may-343,0.75,-1,0.300,4.00,-0.050,0.0150,15.238,0.250,0.300,4.00,4.50,1.00
2018may-344,0.75,-1,0.500,1.00,0.250,0.0300,2.173,0.250,0.550,0.00,5.00,0.25
2018may-345,0.75,1,0.150,6.00,0.050,0.0000,20.091,0.150,0.150,5.50,6.50,1.25
2018may-346,0.75,-1,0.400,5.00,0.000,0.0000,18.075,0.400,0.400,5.00,5.00,1.00
2018may-347,0.75,1,0.800,1.50,0.400,-0.0150,15.687,0.750,0.850,1.50,1.50,0.50
2018may-348,0.75,1,0.650,4.50,-0.050,0.0000,39.475,0.650,0.650,4.50,4.50,0.75
2018may-349,0.75,1,0.200,5.00,-0.300,-0.0300,26.187,0.200,0.200,5.00,5.00,0.75
2018may-350,0.75,1,0.400,4.50,0.100,0.0150,121.821,0.350,0.400,4.00,6.00,1.00
2018may-351,0.75,-1,0.150,0.00,-0.150,0.0150,20.330,0.100,0.200,0.00,2.00,0.75
2018may-352,0.75,-1,0.550,4.50,0.050,-0.0300,21.648,0.550,0.550,4.50,4.50,0.25
2018may-353,0.75,1,0.600,2.00,0.600,0.0300,15.918,0.600,0.650,1.50,2.00,0.50
2018may-354,0.75,1,0.500,3.50,0.000,0.0000,19.072,0.400,0.650,3.00,4.00,0.00
2018may-355,0.75,1,0.400,5.50,0.050,0.0000,49.730,0.400,0.450,5.00,5.50,0.25
2018may-356,0.75,1,0.500,4.50,0.150,-0.0300,28.363,0.400,0.500,4.50,5.00,1.25
2018may-357,0.75,-1,0.600,6.50,0.150,0.0150,22.539,0.600,0.600,5.50,6.50,2.00
2018may-358,0.75,-1,0.550,8.00,0.500,-0.0150,17.888,0.550,0.650,5.00,8.50,1.00
2018may-359,0.75,-1,0.250,0.00,0.150,-0.0150,93.908,0.250,0.600,0.00,2.00,1.25
2018may-360,0.75,-1,0.250,5.50,-0.100,0.0000,34.646,0.250,0.300,5.00,5.50,0.50
2018may-361,0.75,-1,0.350,6.50,-0.050,0.0000,48.222,0.350,0.350,6.50,6.50,1.50
2018may-362,0.75,1,0.300,1.50,0.300,0.0300,1.463,0.050,0.500,0.00,2.00,0.50
2018may-363,0.75,-1,0.400,7.00,0.050,-0.0300,32.174,0.400,0.400,6.50,7.50,0.00
2018may-364,0.75,1,0.650,4.00,0.000,-0.0300,11.116,0.200,0.650,4.00,10.00,1.25
2018may-365,0.75,1,0.700,4.50,0.600,0.0300,11.144,0.700,0.700,4.50,5.00,0.50
2018may-366,0.75,-1,0.600,1.00,0.300,-0.0300,16.494,0.600,0.600,1.00,1.00,0.25
2018may-367,0.75,1,0.500,4.50,0.050,0.0300,18.251,0.450,0.650,0.00,4.50,0.50
2018may-368,0.75,1,0.250,4.00,-0.250,-0.0300,22.957,0.250,0.950,1.00,4.00,2.25
2018may-369,0.75,1,0.300,4.50,0.100,0.0300,63.150,0.300,0.300,4.50,4.50,0.25
2018may-370,0.75,-1,0.250,10.00,-0.050,-0.0300,14.279,0.250,0.250,10.00,10.00,0.00
2018may-371,0.75,-1,0.400,6.50,-0.100,0.0000,42.763,0.350,0.400,6.00,7.00,1.25
2018may-372,0.75,1,0.450,6.00,0.000,0.0000,34.163,0.450,0.450,5.50,6.00,1.25
2018may-373,0.75,-1,0.500,5.50,-0.250,-0.0300,60.272,0.500,0.500,5.50,5.50,2.00
2018may-374,0.75,-1,0.250,3.50,-0.050,0.0150,39.426,0.250,0.300,3.00,3.50,0.75
2018may-375,0.75,1,0.200,8.50,-0.200,0.0300,20.044,0.200,0.200,7.00,10.00,0.75
2018may-376,0.75,1,0.400,8.50,0.400,-0.0150,32.402,0.400,0.450,7.50,9.50,1.50
2018may-377,0.75,1,0.350,2.50,-0.100,0.0150,-1.961,0.000,0.650,0.00,10.00,0.00
2018may-378,0.75,-1,0.400,3.00,0.300,-0.0300,7.079,0.350,0.400,2.50,7.50,0.00
2018may-379,0.75,1,0.400,6.00,0.050,0.0000,34.006,0.400,0.400,5.50,6.00,0.50
2018may-380,0.75,1,1.000,3.00,-0.250,-0.0150,10.617,0.050,1.000,1.00,10.00,3.00
2018may-381,0.75,-1,0.250,4.00,0.100,0.0000,27.232,0.250,0.250,4.00,4.00,1.00
2018may-382,0.75,1,0.800,6.50,0.150,0.0150,31.867,0.650,0.800,6.00,6.50,2.25
2018may-383,0.75,-1,0.400,5.50,-0.250,0.0150,51.152,0.300,0.450,5.50,6.00,0.00
2018may-384,0.75,-1,0.600,4.50,0.100,0.0000,26.092,0.550,0.600,4.50,5.00,0.75
2018may-385,0.75,1,0.300,4.00,0.050,0.0150,26.294,0.300,0.300,4.00,4.00,0.75
2018may-386,0.75,1,0.250,7.50,0.000,0.0150,28.447,0.250,0.300,6.00,8.50,0.00
2018may-387,0.75,1,0.550,5.50,0.050,0.0150,70.028,0.550,0.550,5.00,5.50,0.75
2018may-388,0.75,-1,0.700,4.00,0.050,-0.0300,33.679,0.700,0.750,4.00,4.00,0.75
2018may-389,0.75,1,0.450,0.50,0.050,0.0000,2.705,0.050,0.500,0.00,4.00,0.00
2018may-390,0.75,-1,0.150,7.00,-0.050,0.0000,6.879,0.150,0.150,7.00,7.50,0.50
2018may-391,0.75,1,0.350,7.50,0.000,0.0300,40.471,0.350,0.350,7.50,7.50,1.25
2018may-392,0.75,-1,0.450,5.50,0.000,0.0000,35.377,0.350,0.450,5.50,7.00,0.00
2018may-393,0.75,-1,0.300,3.00,0.150,0.0300,16.246,0.250,0.300,3.00,3.50,0.25
2018may-394,0.75,1,0.450,6.50,0.000,-0.0150,57.729,0.450,0.450,6.50,6.50,0.50
2018may-395,0.75,1,0.100,4.50,0.100,0.0000,10.927,0.100,0.100,4.00,5.00,0.75
2018may-396,0.75,-1,0.600,6.00,-0.050,0.0300,19.877,0.600,0.650,5.50,6.00,1.25
2018may-397,0.75,1,0.450,8.00,0.000,0.0000,26.432,0.400,0.450,7.00,8.00,0.00
2018may-398,0.75,-1,0.400,6.00,0.150,-0.0150,155.570,0.400,0.450,5.50,6.00,2.00
2018may-399,0.75,1,0.450,3.00,0.150,0.0300,7.656,0.450,0.450,3.00,3.00,0.00
2018may-400,0.75,-1,0.150,3.00,-0.350,0.0300,11.447,0.150,0.350,2.00,3.50,0.75
2018may-401,0.75,-1,0.450,5.00,0.000,0.0000,64.023,0.450,0.500,4.50,5.00,1.50
2018may-402,0.75,1,0.450,5.50,0.050,0.0000,33.293,0.450,0.450,5.50,5.50,1.00
2018may-403,0.75,1,0.600,3.50,-0.050,0.0150,40.810,0.500,0.600,3.50,6.00,1.00
2018may-404,0.75,-1,0.300,3.00,0.000,0.0150,20.893,0.300,0.700,1.50,3.50,1.25
2018may-405,0.75,1,0.450,2.00,0.050,0.0000,16.167,0.350,0.450,2.00,2.50,0.75
2018may-406,0.75,-1,0.450,4.50,0.000,0.0000,40.046,0.350,0.500,4.50,4.50,1.00
2018may-407,0.75,1,0.350,7.50,0.050,0.0000,38.217,0.350,0.400,7.00,8.00,1.25
2018may-408,0.75,1,0.400,5.00,-0.100,0.0300,23.502,0.350,0.400,4.50,6.50,1.50
2018may-409,0.75,1,0.700,1.00,-0.150,-0.0300,2.306,0.450,1.000,0.50,1.50,1.25
2018may-410,0.75,1,0.300,5.50,0.050,0.0300,24.334,0.300,0.300,5.50,6.00,0.75
2018may-411,0.75,1,0.500,5.50,0.000,0.0150,51.791,0.450,0.500,5.50,6.00,0.25
2018may-412,0.75,-1,0.000,0.00,-0.600,-0.0300,-2.569,0.000,0.550,0.00,10.00,0.00
2018may-413,0.75,1,0.350,5.00,-0.400,0.0150,25.663,0.250,0.900,4.50,6.00,0.00
2018may-414,0.75,-1,1.000,8.00,-0.050,-0.0150,40.681,0.900,1.000,6.00,8.50,2.75
2018may-415,0.75,1,0.350,7.50,0.550,-0.0300,3.526,0.350,0.550,2.50,7.50,0.00
2018may-416,0.75,1,0.500,6.00,0.000,0.0000,43.071,0.500,0.500,6.00,6.00,1.75
2018may-417,0.75,-1,0.300,7.50,0.000,0.0300,17.855,0.250,0.350,6.00,10.00,0.75
2018may-418,0.75,1,1.000,2.00,-0.100,-0.0300,2.517,0.000,1.000,0.00,10.00,1.25
2018may-419,0.75,-1,0.550,2.00,0.000,-0.0300,9.196,0.450,0.550,2.00,2.00,0.75
2018may-420,0.75,-1,0.450,0.50,0.050,0.0000,6.478,0.200,0.500,0.00,1.00,0.00
2018may-421,0.75,1,0.500,2.50,-0.350,0.0300,14.935,0.450,0.550,2.00,2.50,0.25
2018may-422,0.75,-1,0.950,3.00,-0.100,-0.0300,19.569,0.900,0.950,3.00,3.50,2.25
2018may-423,0.75,1,0.650,1.50,0.000,0.0000,6.405,0.650,0.700,0.50,1.50,0.50
2018may-424,0.75,-1,0.650,3.00,0.100,0.0300,7.021,0.350,1.000,1.50,5.50,1.50
2018may-425,0.75,-1,0.350,7.00,0.050,-0.0300,28.743,0.350,0.400,6.00,7.00,1.00
