name,width_depleted,orientation,critical_depth,width_max,offset,tilt,gain,critical_depth_min,critical_depth_max,width_max_min,width_max_max,width_depleted_preferred
2014-08-23-644,0.75,1,0.600,4.50,-0.100,0.0000,31.131,0.350,0.600,3.50,5.00,0.25
2014-08-23-645,0.75,1,0.700,0.50,0.100,-0.0150,7.669,0.150,1.000,0.00,6.50,1.00
2014-08-23-646,0.75,-1,0.350,1.50,-0.200,0.0150,-7.727,0.050,0.800,1.00,10.00,0.00
2014-08-23-647,0.75,-1,0.400,7.00,0.300,0.0300,33.758,0.400,0.450,2.50,8.50,0.50
2014-08-23-648,0.75,-1,0.400,6.50,0.000,0.0150,64.337,0.400,0.400,6.00,6.50,0.00
2014-08-23-649,0.75,1,0.500,5.00,-0.050,0.0150,30.646,0.450,0.550,5.00,5.50,0.25
2014-08-23-650,0.75,-1,0.500,5.50,0.050,-0.0150,81.845,0.500,0.550,5.50,5.50,1.75
2014-08-23-651,0.75,1,0.650,2.00,0.000,-0.0150,18.903,0.650,0.650,2.00,2.00,1.00
2014-08-23-652,0.75,1,0.050,1.50,-0.050,0.0150,-4.949,0.000,0.650,0.00,10.00,0.25
2014-08-23-653,0.75,1,0.350,6.00,0.000,0.0000,33.753,0.350,0.400,5.50,6.00,1.25
2014-08-23-654,0.75,1,0.350,6.50,0.100,0.0300,2.564,0.350,0.350,4.50,7.00,0.00
2014-08-23-655,0.75,1,0.400,2.00,0.250,0.0150,7.716,0.350,0.450,0.00,2.00,0.50
2014-08-23-656,0.75,1,0.200,0.50,0.000,0.0000,13.266,0.050,0.500,0.50,1.00,0.00
2014-08-23-657,0.75,1,0.750,2.00,0.400,-0.0300,5.924,0.250,0.850,1.00,2.50,0.00
2014-08-23-658,0.75,1,0.150,4.50,0.000,-0.0150,12.331,0.150,0.150,4.00,6.50,1.00
2014-08-23-659,0.75,1,0.550,4.50,0.000,0.0000,32.475,0.550,0.550,4.50,4.50,0.75
2014-08-23-660,0.75,1,0.700,2.50,0.100,0.0300,19.533,0.600,1.000,2.00,2.50,1.00
2014-08-23-661,0.75,1,0.150,4.50,-0.250,0.0300,-6.462,0.000,1.000,0.00,10.00,0.00
2014-08-23-662,0.75,1,0.400,6.00,-0.100,-0.0300,53.253,0.400,0.400,6.00,6.00,1.00
2014-08-23-663,0.75,1,0.750,3.50,0.000,-0.0150,38.947,0.600,0.750,3.50,4.00,1.25
2014-08-23-664,0.75,1,0.300,3.50,0.400,0.0300,3.161,0.000,0.400,0.00,10.00,0.00
2014-08-23-665,0.75,1,0.400,5.50,0.000,-0.0150,49.074,0.250,0.400,5.00,7.00,1.75
2014-08-23-666,0.75,1,0.400,5.50,0.000,0.0000,34.443,0.400,0.500,5.00,5.50,1.25
2014-08-23-667,0.75,1,0.500,5.50,-0.100,-0.0150,36.161,0.450,0.500,5.50,6.00,0.75
2014-08-23-668,0.75,1,0.400,6.50,-0.050,0.0000,71.087,0.400,0.400,6.00,6.50,0.00
2014-08-23-669,0.75,-1,0.400,4.00,0.150,0.0000,74.639,0.400,0.400,4.00,6.00,1.25
2014-08-23-670,0.75,1,0.400,6.00,0.050,0.0000,187.456,0.400,0.400,6.00,6.00,0.50
2014-08-23-671,0.75,1,0.300,6.50,0.050,0.0000,43.772,0.300,0.300,6.50,6.50,0.75
2014-08-23-672,0.75,-1,0.400,6.00,0.000,0.0000,31.455,0.400,0.400,6.00,6.00,1.25
2014-08-23-673,0.75,1,0.350,6.50,0.050,-0.0150,31.229,0.350,0.400,5.00,6.50,1.50
2014-08-23-674,0.75,-1,0.400,6.00,0.000,0.0000,79.265,0.400,0.400,6.00,6.00,0.75
2014-08-23-675,0.75,1,0.500,6.00,0.050,-0.0150,52.808,0.400,0.500,6.00,7.50,0.50
2014-08-23-676,0.75,1,0.350,6.00,0.100,0.0300,49.994,0.350,0.350,6.00,6.50,0.75
2014-08-23-677,0.75,-1,0.300,6.00,-0.250,0.0150,28.724,0.300,0.300,6.00,6.00,0.75
2014-08-23-678,0.75,1,0.400,4.50,0.000,0.0000,33.549,0.400,0.400,4.50,4.50,0.00
2014-08-23-679,0.75,-1,0.450,6.00,0.050,0.0000,68.914,0.450,0.450,6.00,6.00,0.75
2014-08-23-680,0.75,-1,0.400,5.50,-0.050,0.0000,50.805,0.400,0.400,5.50,6.00,0.50
2014-08-23-681,0.75,1,0.800,4.50,-0.050,-0.0150,40.915,0.400,0.850,4.50,6.00,1.00
2014-08-23-682,0.75,-1,0.450,6.50,0.250,-0.0300,18.045,0.400,0.450,6.50,7.00,1.50
2014-08-23-683,0.75,-1,0.800,6.00,0.050,0.0000,72.441,0.800,0.900,5.50,6.00,1.50
2014-08-23-684,0.75,1,0.400,5.00,-0.050,-0.0150,36.965,0.400,0.400,5.00,5.50,0.00
2014-08-23-685,0.75,1,0.400,6.00,-0.100,0.0000,170.343,0.400,0.400,6.00,6.00,1.50
2014-08-23-686,0.75,-1,0.400,5.50,0.050,-0.0150,57.036,0.400,0.400,5.50,5.50,1.00
2014-08-23-687,0.75,1,0.400,6.00,-0.050,0.0300,22.825,0.400,0.400,6.00,6.00,2.00
2014-08-23-688,0.75,-1,0.450,7.00,0.000,-0.0150,68.563,0.450,0.450,6.00,7.00,1.00
2014-08-23-689,0.75,-1,0.400,6.00,0.050,0.0000,35.800,0.400,0.400,5.00,6.00,0.00
2014-08-23-690,0.75,-1,0.400,5.50,-0.150,-0.0150,87.844,0.350,0.400,5.00,5.50,1.00
2014-08-23-691,0.75,1,0.450,6.00,-0.100,-0.0150,39.225,0.450,0.500,5.50,6.00,2.00
2014-08-23-692,0.75,1,0.550,4.50,0.100,0.0150,53.408,0.500,0.550,4.50,5.00,0.75
2014-08-23-693,0.75,1,0.400,5.50,0.000,0.0000,41.508,0.400,0.400,5.50,5.50,0.50
2014-08-23-694,0.75,-1,0.400,6.00,0.050,0.0000,70.156,0.400,0.400,6.00,6.00,0.25
2014-08-23-695,0.75,-1,0.450,6.50,-0.050,0.0300,59.051,0.450,0.500,5.50,6.50,1.25
2014-08-23-696,0.75,-1,0.550,3.50,0.000,0.0150,62.234,0.500,0.750,3.00,3.50,1.00
2014-08-23-697,0.75,1,0.450,3.50,-0.050,0.0000,43.441,0.450,0.450,3.50,3.50,1.00
2014-08-23-698,0.75,1,0.700,7.00,0.450,0.0000,105.176,0.700,0.700,7.00,7.00,2.75
2014-08-23-699,0.75,-1,0.400,6.50,0.150,-0.0300,60.526,0.400,0.400,6.50,6.50,0.75
2014-08-23-700,0.75,1,0.350,5.50,0.000,0.0000,51.362,0.350,0.350,5.50,5.50,1.00
2014-08-23-701,0.75,-1,0.500,5.50,0.050,0.0000,67.400,0.500,0.500,5.50,5.50,2.00
2014-08-23-702,0.75,1,0.400,5.50,0.200,-0.0300,40.257,0.400,0.400,5.50,5.50,0.25
2014-08-23-703,0.75,1,0.500,3.00,0.050,0.0000,75.581,0.500,0.500,2.50,3.00,0.50
2014-08-23-704,0.75,-1,0.400,6.00,0.050,0.0000,51.510,0.300,0.400,6.00,7.50,1.25
2014-08-23-705,0.75,-1,0.400,5.00,-0.200,0.0000,54.347,0.400,0.400,5.00,5.50,0.50
2014-08-23-706,0.75,-1,0.400,5.50,-0.050,-0.0150,60.932,0.400,0.400,5.00,5.50,0.25
2014-08-23-707,0.75,1,0.350,7.00,0.100,0.0000,44.340,0.350,0.350,6.50,7.50,1.50
2014-08-23-708,0.75,1,0.350,1.00,0.400,0.0300,14.899,0.300,0.400,1.00,1.00,0.00
2014-08-23-709,0.75,1,0.450,1.50,0.250,-0.0300,25.271,0.450,0.450,1.50,1.50,0.75
2014-08-23-710,0.75,1,0.550,6.00,0.300,-0.0150,70.504,0.500,0.550,6.00,6.00,1.00
2014-08-23-711,0.75,1,0.400,6.00,0.050,0.0000,45.959,0.400,0.400,6.00,6.00,0.50
2014-08-23-712,0.75,-1,0.550,7.00,0.100,-0.0150,28.850,0.550,0.600,4.00,7.00,0.50
2014-08-23-713,0.75,1,0.450,5.00,-0.050,0.0000,48.754,0.450,0.500,4.50,5.00,0.50
2014-08-23-714,0.75,1,0.450,6.00,0.000,0.0300,48.002,0.450,0.550,5.50,6.00,1.50
2014-08-23-715,0.75,1,0.100,7.50,-0.250,-0.0150,7.728,0.050,0.500,5.00,10.00,0.00
2014-08-23-716,0.75,-1,0.300,4.50,-0.050,0.0000,42.554,0.300,0.350,3.00,5.00,0.25
2014-08-23-717,0.75,-1,0.450,5.50,0.050,0.0000,90.181,0.450,0.450,5.50,5.50,0.50
2014-08-23-718,0.75,-1,0.650,4.00,-0.350,0.0300,15.633,0.500,1.000,2.00,5.00,0.75
2014-08-23-719,0.75,-1,0.450,5.00,0.000,0.0150,46.518,0.400,0.550,4.50,5.00,1.00
2014-08-23-720,0.75,1,0.250,4.50,-0.250,0.0300,15.246,0.250,0.450,3.00,5.50,0.00
2014-08-23-721,0.75,-1,0.500,5.50,0.000,0.0150,24.692,0.450,0.550,5.00,6.00,0.50
2014-08-23-722,0.75,-1,0.550,5.00,0.000,0.0150,47.169,0.500,0.550,5.00,5.00,1.25
2014-08-23-723,0.75,-1,0.600,1.50,-0.200,-0.0150,8.748,0.600,0.650,1.50,1.50,0.75
2014-08-23-724,0.75,1,0.500,5.50,0.150,0.0150,99.870,0.500,0.500,5.50,6.00,0.00
2014-08-23-725,0.75,-1,0.500,7.50,-0.150,-0.0300,15.681,0.450,0.550,6.50,8.00,0.00
2014-08-23-726,0.75,-1,0.550,4.00,-0.500,0.0300,11.711,0.350,0.550,3.50,4.00,2.25
2014-08-23-727,0.75,1,0.450,6.50,0.000,-0.0150,41.170,0.400,0.500,6.00,7.00,0.50
2014-08-23-728,0.75,-1,0.400,4.50,0.000,0.0000,62.320,0.400,0.400,4.50,5.50,0.75
2014-08-23-729,0.75,-1,0.350,7.50,0.250,0.0300,24.959,0.350,0.400,4.50,8.50,1.00
2014-08-23-730,0.75,-1,0.200,8.50,-0.500,-0.0150,-2.093,0.100,0.850,1.50,10.00,0.00
2014-08-23-731,0.75,1,0.400,7.00,-0.050,0.0300,62.443,0.350,0.400,6.50,7.00,1.00
2014-08-23-732,0.75,1,0.350,5.50,0.000,0.0000,111.338,0.350,0.350,5.50,5.50,0.50
2014-08-23-733,0.75,-1,0.300,4.00,0.300,0.0300,76.949,0.300,0.500,4.00,4.50,0.25
2014-08-23-734,0.75,1,0.400,5.50,0.000,0.0150,38.169,0.400,0.400,5.50,5.50,0.00
2014-08-23-735,0.75,1,0.650,5.00,0.450,0.0300,38.026,0.650,0.650,5.00,5.00,0.75
2014-08-23-736,0.75,-1,0.500,5.00,0.000,0.0000,49.600,0.500,0.500,5.00,5.50,1.25
2014-08-23-737,0.75,1,0.450,6.00,-0.050,-0.0150,41.416,0.400,0.450,5.50,6.50,0.50
2014-08-23-738,0.75,-1,0.450,7.00,-0.050,0.0150,38.276,0.350,0.450,6.50,9.00,0.00
2014-08-23-739,0.75,1,0.900,1.50,0.200,0.0000,27.355,0.300,1.000,0.50,1.50,1.25
2014-08-23-740,0.75,1,0.550,5.50,-0.050,0.0000,65.683,0.550,0.550,5.50,5.50,0.75
2014-08-23-741,0.75,-1,0.900,1.00,-0.350,-0.0300,10.342,0.400,1.000,1.00,5.50,1.00
2014-08-23-742,0.75,1,0.250,10.00,0.450,0.0150,-3.527,0.100,0.250,2.00,10.00,0.00
2014-08-23-743,0.75,1,0.350,5.50,-0.150,-0.0150,55.158,0.350,0.450,5.00,6.00,1.00
2014-08-23-744,0.75,1,0.350,6.50,-0.050,0.0150,31.577,0.350,0.350,6.50,6.50,2.00
2014-08-23-745,0.75,-1,0.400,5.50,-0.050,0.0000,61.761,0.350,0.400,5.50,6.00,0.75
2014-08-23-746,0.75,1,0.500,7.50,0.400,0.0300,15.822,0.500,0.550,6.50,7.50,0.00
2014-08-23-747,0.75,-1,0.500,5.50,0.050,-0.0150,68.210,0.500,0.500,5.50,5.50,2.00
2014-08-23-748,0.75,-1,0.300,3.00,0.200,-0.0150,60.001,0.300,0.300,2.50,3.00,1.00
2014-08-23-749,0.75,1,0.600,1.50,0.000,-0.0150,8.682,0.450,0.700,1.50,2.00,1.50
2014-08-23-750,0.75,-1,0.150,5.50,-0.550,0.0000,14.327,0.150,0.150,5.50,7.50,1.25
2014-08-23-751,0.75,1,0.000,0.00,-0.600,0.0300,-19.698,0.000,0.050,0.00,10.00,0.00
2014-08-23-752,0.75,1,0.550,5.00,0.000,0.0300,50.229,0.500,0.550,5.00,6.00,1.25
2014-08-23-753,0.75,-1,0.400,5.50,0.000,0.0000,99.520,0.400,0.400,5.50,5.50,0.50
2014-08-23-754,0.75,-1,0.200,7.00,-0.050,0.0000,23.107,0.200,0.200,5.50,7.50,0.00
2014-08-23-755,0.75,-1,0.400,6.50,0.050,-0.0150,32.100,0.400,0.400,6.50,6.50,0.00
2014-08-23-756,0.75,-1,0.150,7.00,0.600,-0.0300,9.261,0.150,0.250,4.00,7.50,0.00
2014-08-23-757,0.75,-1,0.400,4.50,0.050,0.0150,16.534,0.350,0.400,4.50,4.50,0.50
2014-08-23-758,0.75,1,0.400,5.50,-0.050,0.0300,30.773,0.400,0.400,5.50,5.50,0.25
2014-08-23-759,0.75,-1,0.250,2.50,0.200,0.0000,149.290,0.250,0.250,2.50,2.50,0.75
2014-08-23-760,0.75,1,0.400,6.00,0.050,0.0300,38.890,0.400,0.400,6.00,6.00,1.00
2014-08-23-761,0.75,1,0.400,5.00,0.000,0.0000,78.398,0.400,0.400,5.00,5.00,0.75
2014-08-23-762,0.75,-1,0.000,0.00,0.000,0.0300,-4.922,0.000,0.900,0.00,10.00,0.50
2014-08-23-763,0.75,1,0.450,5.00,0.050,0.0300,56.787,0.450,0.450,5.00,5.00,1.50
2014-08-23-764,0.75,1,0.150,3.00,0.400,-0.0300,13.468,0.150,0.150,3.00,3.00,0.75
2014-08-23-765,0.75,-1,0.350,6.00,0.050,0.0000,39.386,0.350,0.450,5.00,6.00,1.75
2014-08-23-766,0.75,-1,0.450,4.50,0.000,-0.0300,22.718,0.300,0.450,4.00,4.50,0.75
2014-08-23-767,0.75,-1,0.400,6.00,-0.050,0.0300,50.178,0.400,0.400,5.50,6.00,1.00
2014-08-23-768,0.75,1,0.350,6.50,0.000,-0.0150,33.794,0.350,0.350,6.50,6.50,1.00
2014-08-23-769,0.75,1,0.400,5.00,0.000,0.0300,34.558,0.400,0.850,4.50,6.00,2.00
2014-08-23-770,0.75,-1,0.400,5.00,0.000,0.0300,13.211,0.250,0.450,4.50,9.00,1.00
2014-08-23-771,0.75,-1,0.500,9.50,0.100,0.0300,8.722,0.500,0.500,9.50,9.50,0.25
2014-08-23-772,0.75,-1,0.350,3.00,0.050,0.0300,30.133,0.350,0.400,2.50,3.00,0.25
2014-08-23-773,0.75,-1,0.400,5.50,0.000,0.0150,21.040,0.400,0.400,5.50,5.50,0.50
2014-08-23-774,0.75,-1,0.500,9.00,0.200,0.0300,10.680,0.450,0.700,1.00,10.00,1.00
2014-08-23-775,0.75,1,0.400,5.50,0.000,0.0000,58.688,0.400,0.450,5.50,5.50,1.00
2014-08-23-776,0.75,1,0.350,6.00,0.000,0.0000,52.913,0.350,0.400,5.50,6.50,1.00
2014-08-23-777,0.75,-1,0.650,1.50,0.100,-0.0150,3.389,0.350,1.000,1.50,2.00,1.75
2014-08-23-778,0.75,1,0.400,7.00,-0.050,-0.0150,58.472,0.400,0.400,7.00,7.00,0.75
2014-08-23-779,0.75,-1,0.600,2.00,0.200,0.0150,6.001,0.450,1.000,1.00,8.00,0.25
2014-08-23-780,0.75,1,0.450,6.00,0.300,-0.0300,29.566,0.450,0.450,6.00,6.50,0.00
2014-08-23-781,0.75,-1,0.400,6.00,0.050,0.0000,32.062,0.400,0.450,4.50,6.00,0.50
2014-08-23-782,0.75,1,0.250,5.50,-0.050,0.0300,21.846,0.250,0.250,5.50,6.00,2.00
2014-08-23-783,0.75,-1,0.450,5.00,0.000,0.0150,51.984,0.450,0.450,5.00,7.00,1.00
2014-08-23-784,0.75,1,0.400,6.00,0.000,0.0150,23.650,0.400,0.400,5.50,6.50,0.75
2014-08-23-785,0.75,1,0.350,6.50,0.150,0.0300,52.493,0.350,0.350,6.50,6.50,1.00
2014-08-23-786,0.75,-1,0.350,5.50,0.250,0.0150,21.497,0.350,0.400,5.00,6.00,0.25
2014-08-23-787,0.75,1,0.400,7.50,-0.050,0.0300,37.808,0.400,0.400,7.50,7.50,0.75
2014-08-23-788,0.75,-1,0.550,5.00,0.250,0.0300,47.765,0.400,0.550,5.00,5.50,1.50
2014-08-23-789,0.75,1,0.350,5.50,0.000,0.0000,47.650,0.350,0.400,4.50,5.50,1.75
2014-08-23-790,0.75,-1,0.450,1.50,0.350,0.0300,3.560,0.400,1.000,0.50,2.00,0.25
2014-08-23-791,0.75,1,0.200,1.00,0.550,-0.0300,1.287,0.000,0.650,0.00,10.00,0.50
2014-08-23-792,0.75,1,0.450,5.50,0.000,0.0150,62.183,0.450,0.450,5.50,5.50,0.50
2014-08-23-793,0.75,1,0.400,6.00,0.000,0.0000,45.678,0.400,0.500,5.00,6.50,0.50
2014-08-23-794,0.75,-1,0.050,2.50,0.000,0.0300,4.578,0.000,0.500,0.00,10.00,0.00
2014-08-23-795,0.75,1,0.200,7.50,0.200,-0.0300,25.676,0.150,0.550,4.50,9.00,0.75
2014-08-23-796,0.75,-1,0.350,6.00,-0.050,-0.0150,52.847,0.350,0.350,6.00,6.00,0.25
2014-08-23-797,0.75,-1,0.500,0.00,-0.150,0.0300,4.780,0.000,0.800,0.00,10.00,1.50
2014-08-23-798,0.75,-1,0.450,5.00,-0.050,0.0000,30.060,0.350,0.450,4.00,5.50,1.00
2014-08-23-799,0.75,1,0.450,6.50,0.100,0.0300,62.055,0.400,0.500,5.50,6.50,1.75
2014-08-23-800,0.75,-1,1.000,10.00,-0.050,0.0150,82.850,1.000,1.000,9.50,10.00,3.00
2014-12-26-1,0.75,1,0.400,4.00,0.000,0.0000,22.762,0.300,0.550,3.50,6.00,1.25
2014-12-26-2,0.75,1,0.700,2.00,-0.050,0.0300,25.663,0.200,1.000,1.00,4.00,1.00
2014-12-26-3,0.75,-1,0.350,4.50,0.000,-0.0150,38.043,0.350,0.400,4.00,4.50,1.00
2014-12-26-4,0.75,-1,0.650,4.50,0.000,0.0000,14.627,0.350,0.700,3.50,5.00,0.25
2014-12-26-5,0.75,-1,0.300,7.50,-0.150,0.0300,16.250,0.250,0.300,7.50,8.50,1.25
2014-12-26-6,0.75,1,0.200,5.00,-0.050,-0.0150,20.813,0.150,0.250,4.50,6.00,1.00
2014-12-26-7,0.75,-1,0.400,6.00,-0.050,0.0150,39.497,0.350,0.400,5.00,6.00,0.25
2014-12-26-8,0.75,-1,0.050,10.00,0.200,-0.0300,-3.853,0.050,0.200,5.50,10.00,0.00
2014-12-26-9,0.75,-1,0.350,5.50,0.000,0.0000,78.981,0.350,0.350,5.50,5.50,0.50
2014-12-26-10,0.75,1,0.150,6.00,-0.200,-0.0300,4.671,0.150,0.200,4.50,7.50,0.00
2014-12-26-11,0.75,-1,0.450,5.50,-0.150,0.0300,36.264,0.400,0.750,3.50,6.00,1.50
2014-12-26-12,0.75,-1,0.400,2.00,-0.050,0.0150,26.718,0.350,0.450,2.00,2.00,0.75
2014-12-26-13,0.75,1,0.300,4.50,-0.050,-0.0300,22.392,0.250,0.300,4.50,5.00,0.50
2014-12-26-14,0.75,-1,0.350,5.50,0.050,-0.0150,27.691,0.350,0.400,4.50,5.50,0.75
2014-12-26-15,0.75,1,0.500,5.00,0.000,0.0150,35.266,0.350,0.500,5.00,5.50,1.50
2014-12-26-16,0.75,-1,0.050,7.50,-0.250,0.0300,6.042,0.050,0.100,4.00,8.00,0.75
2014-12-26-17,0.75,1,0.450,3.00,-0.150,-0.0150,3.067,0.350,0.450,3.00,4.00,0.00
2014-12-26-18,0.75,1,0.300,0.50,0.000,0.0000,15.091,0.250,0.350,0.50,0.50,0.25
2014-12-26-19,0.75,1,0.050,4.50,0.150,0.0300,10.931,0.050,0.100,4.50,5.50,0.00
2014-12-26-20,0.75,-1,0.400,4.00,0.000,0.0150,15.603,0.350,0.400,4.00,4.50,0.00
2014-12-26-21,0.75,1,0.400,5.00,0.000,0.0150,30.452,0.400,0.400,5.00,5.00,0.50
2014-12-26-22,0.75,-1,0.400,4.50,0.000,0.0150,43.727,0.400,0.450,4.50,5.00,1.00
2014-12-26-23,0.75,-1,0.350,2.50,0.100,0.0000,8.093,0.150,0.400,2.00,3.50,0.25
2014-12-26-24,0.75,1,0.450,4.50,0.150,0.0150,28.781,0.400,0.450,4.50,5.00,1.25
2014-12-26-25,0.75,-1,0.250,3.00,0.050,-0.0150,11.224,0.250,0.250,3.00,3.00,0.50
2015-04-05-1,0.75,-1,0.400,4.50,0.050,-0.0150,41.894,0.400,0.400,4.50,5.00,1.00
2015-04-05-2,0.75,1,0.350,5.00,0.000,-0.0150,27.200,0.350,0.350,5.00,5.00,1.00
2015-04-05-3,0.75,-1,0.200,3.50,-0.050,0.0000,28.350,0.200,0.200,3.50,3.50,0.25
2015-04-05-4,0.75,-1,0.400,3.50,0.000,0.0000,15.811,0.300,0.450,3.50,4.50,0.00
2015-04-05-5,0.75,-1,0.550,4.50,-0.550,0.0300,23.488,0.450,0.600,4.50,5.00,1.00
2015-04-05-6,0.75,-1,0.450,4.50,-0.050,-0.0150,45.356,0.450,0.450,4.00,4.50,0.75
2015-04-05-7,0.75,1,0.400,6.50,0.000,-0.0300,30.423,0.400,0.400,6.50,6.50,1.50
2015-04-05-8,0.75,1,0.450,6.00,0.100,0.0150,37.270,0.400,0.450,5.50,7.00,0.75
2015-04-05-9,0.75,-1,0.400,4.50,0.000,0.0150,32.991,0.400,0.400,4.50,5.00,0.50
2015-04-05-10,0.75,1,0.450,5.00,-0.100,-0.0150,21.631,0.400,0.550,4.50,5.00,1.00
2015-04-05-11,0.75,1,0.300,4.50,0.000,0.0000,111.938,0.300,0.300,4.50,4.50,1.00
2015-04-05-12,0.75,1,0.400,4.00,0.000,0.0000,59.060,0.400,0.400,4.00,4.00,1.00
2015-04-05-13,0.75,1,0.050,3.00,-0.100,-0.0300,-6.396,0.000,0.400,0.00,10.00,0.00
2015-04-05-14,0.75,1,0.650,2.00,0.050,0.0000,22.494,0.400,0.700,2.00,5.00,1.75
2015-04-05-15,0.75,1,0.300,6.00,0.500,0.0000,25.059,0.300,0.350,5.50,6.50,0.50
2015-04-05-16,0.75,1,0.450,4.00,0.100,0.0300,32.350,0.350,0.500,3.50,5.00,0.00
2015-04-05-17,0.75,-1,0.300,4.00,0.000,0.0150,8.830,0.200,0.350,3.50,4.50,0.75
2015-04-05-18,0.75,1,0.250,4.00,-0.100,-0.0300,25.122,0.200,0.250,4.00,5.50,0.50
2015-04-05-19,0.75,1,0.350,4.50,0.000,0.0000,34.022,0.350,0.350,4.50,5.00,1.00
2015-04-05-20,0.75,-1,0.450,6.00,-0.050,0.0150,5.472,0.400,1.000,2.00,6.00,1.75
2015-04-05-21,0.75,-1,0.500,7.00,0.100,-0.0300,67.762,0.500,0.500,7.00,7.00,1.25
2015-04-05-22,0.75,1,0.450,3.00,-0.050,0.0000,54.130,0.450,0.450,3.00,3.00,1.00
2015-04-05-23,0.75,1,0.350,2.00,-0.100,0.0000,51.759,0.350,0.350,2.00,2.00,0.25
2015-04-05-24,0.75,-1,0.350,3.50,0.100,-0.0300,74.842,0.350,0.350,3.50,3.50,0.75
2015-04-05-25,0.75,-1,0.600,5.50,-0.300,-0.0300,33.731,0.350,0.600,5.50,7.00,0.75
2015-04-05-26,0.75,-1,0.450,5.50,0.000,0.0150,33.303,0.450,0.450,5.00,5.50,0.00
2015-04-05-27,0.75,-1,0.500,5.50,0.000,0.0000,50.508,0.500,0.550,5.00,5.50,0.50
2015-04-05-28,0.75,-1,0.400,6.50,0.000,0.0000,46.439,0.350,0.400,6.00,7.50,0.00
2015-04-05-29,0.75,-1,0.450,5.50,0.050,0.0000,34.878,0.450,0.550,2.50,5.50,0.75
2015-04-05-30,0.75,1,0.650,6.00,0.000,0.0150,81.158,0.650,0.650,6.00,6.00,1.25
2015-04-05-31,0.75,1,0.400,6.50,-0.100,0.0000,44.340,0.300,0.650,4.50,9.50,1.50
2015-04-05-32,0.75,-1,0.450,6.50,0.000,0.0000,64.989,0.450,0.450,6.50,6.50,0.75
2015-04-05-33,0.75,-1,0.450,7.00,-0.050,0.0000,38.333,0.450,0.500,6.50,7.00,1.50
2015-04-05-34,0.75,1,0.200,2.50,0.000,0.0000,18.612,0.200,0.200,2.50,2.50,0.50
2015-04-05-35,0.75,-1,0.450,6.00,0.000,0.0000,33.624,0.450,0.450,6.00,6.50,0.25
2015-04-05-36,0.75,1,0.300,5.00,0.000,-0.0150,23.873,0.250,0.300,4.50,5.50,0.50
2015-04-05-37,0.75,1,0.300,5.00,0.150,0.0300,23.616,0.250,0.350,4.50,5.50,0.00
2015-04-05-38,0.75,-1,0.300,5.00,-0.050,-0.0150,31.338,0.300,0.300,4.50,5.00,0.00
2015-04-05-39,0.75,1,0.350,4.00,0.000,0.0000,23.278,0.350,0.350,4.00,4.50,0.75
2015-04-05-40,0.75,1,0.350,6.50,0.000,0.0150,33.052,0.350,0.350,6.00,6.50,0.50
2015-04-05-41,0.75,-1,0.600,2.50,0.050,0.0300,27.776,0.600,0.600,2.50,2.50,0.75
2015-04-05-42,0.75,-1,0.350,3.50,0.050,0.0150,31.590,0.350,0.350,3.50,3.50,0.50
2015-04-05-43,0.75,1,0.650,3.00,0.050,0.0150,41.526,0.650,0.650,3.00,3.00,0.75
2015-04-05-44,0.75,-1,0.400,6.00,0.000,-0.0300,60.019,0.350,0.400,6.00,6.50,1.25
2015-04-05-45,0.75,-1,0.550,5.00,-0.050,-0.0150,44.648,0.550,0.550,5.00,5.00,0.00
2015-04-05-46,0.75,-1,0.300,4.00,0.100,-0.0300,29.116,0.200,0.400,4.00,4.50,0.00
2015-04-05-47,0.75,1,0.500,2.50,0.100,-0.0150,14.753,0.150,0.550,2.00,3.50,1.25
2015-04-05-48,0.75,1,0.600,1.50,-0.300,0.0300,8.455,0.350,0.650,1.50,5.00,0.25
2015-04-05-49,0.75,-1,0.250,10.00,0.300,0.0300,20.679,0.250,0.250,9.50,10.00,0.50
2015-04-05-50,0.75,-1,0.600,4.00,0.050,-0.0150,20.992,0.550,0.700,4.00,4.00,0.00
2015-04-05-51,0.75,-1,0.350,5.00,0.050,-0.0300,44.034,0.350,0.350,4.50,5.00,1.25
2015-04-05-52,0.75,1,0.400,0.00,0.000,-0.0150,21.735,0.150,0.950,0.00,0.50,0.75
2015-04-05-53,0.75,-1,0.350,5.00,0.000,-0.0150,38.108,0.350,0.350,5.00,5.00,0.50
2015-04-05-54,0.75,-1,0.400,4.50,0.100,-0.0150,50.595,0.300,0.450,4.50,5.00,0.50
2015-04-05-55,0.75,1,0.200,7.00,-0.100,0.0300,17.183,0.200,0.450,5.50,8.00,1.25
2015-04-05-56,0.75,-1,0.350,5.50,0.150,0.0150,6.586,0.350,0.450,4.00,6.00,0.75
2015-04-05-57,0.75,1,0.150,8.00,-0.350,0.0150,17.125,0.100,0.150,7.00,9.50,1.50
2015-04-05-58,0.75,1,0.350,5.00,0.150,0.0300,18.364,0.250,0.600,4.50,6.00,1.75
2015-04-05-59,0.75,-1,0.200,4.00,0.300,-0.0300,2.618,0.000,0.400,0.00,10.00,0.50
2015-04-05-60,0.75,1,0.750,5.50,-0.400,0.0150,24.822,0.750,0.750,5.50,5.50,0.00
2015-04-05-61,0.75,-1,0.400,1.50,0.600,0.0150,-0.748,0.200,0.450,1.50,3.50,0.00
